"site","utterance","goal","true_state","goal_prob","subid"
"India","good","honest","5",0.8,"59"
"India","bad","honest","3",0.275,"59"
"India","okay","honest","4",0.25,"59"
"India","bad","honest","5",0.1,"59"
"India","terrible","honest","2",0.275,"59"
"India","okay","honest","1",0.2,"59"
"India","good","honest","1",0.2,"59"
"India","good","mean","5",0.3,"60"
"India","bad","mean","2",0.275,"60"
"India","good","mean","3",0,"60"
"India","terrible","mean","3",0.725,"60"
"India","good","mean","1",0,"60"
"India","bad","mean","4",1,"60"
"India","okay","mean","4",0.725,"60"
"India","okay","mean","5",0.7,"60"
"India","terrible","mean","4",0.975,"60"
"India","terrible","mean","2",0.525,"60"
"India","bad","mean","5",1,"60"
"India","okay","mean","3",0.25,"60"
"India","okay","mean","2",0,"60"
"India","terrible","mean","5",1,"60"
"India","bad","mean","3",0.75,"60"
"India","amazing","mean","1",0,"60"
"India","bad","mean","1",0.525,"60"
"India","good","mean","4",0,"60"
"India","amazing","mean","3",0,"60"
"India","okay","mean","1",0,"60"
"India","amazing","mean","5",0,"60"
"India","amazing","mean","4",0,"60"
"India","amazing","mean","2",0,"60"
"India","good","mean","2",0.05,"60"
"India","terrible","mean","1",0.5,"60"
"India","terrible","mean","3",0.275,"62"
"India","bad","mean","5",0,"62"
"India","amazing","mean","3",0.15,"62"
"India","bad","mean","1",0.15,"62"
"India","terrible","mean","1",0.125,"62"
"India","terrible","mean","5",0.95,"62"
"India","amazing","mean","2",0.8,"62"
"India","okay","mean","3",0.25,"62"
"India","good","mean","2",0.875,"62"
"India","good","mean","5",0.075,"62"
"India","amazing","mean","1",0.775,"62"
"India","terrible","mean","2",0.75,"62"
"India","good","mean","1",0.775,"62"
"India","terrible","mean","4",0.525,"62"
"India","bad","mean","3",0.325,"62"
"India","bad","mean","2",0.3,"62"
"India","okay","mean","2",0.7,"62"
"India","amazing","mean","4",0.15,"62"
"India","okay","mean","1",0.55,"62"
"India","good","mean","4",0.075,"62"
"India","okay","mean","4",0.125,"62"
"India","okay","mean","5",0,"62"
"India","bad","mean","4",0.875,"62"
"India","amazing","mean","5",0,"62"
"India","good","mean","3",0.35,"62"
"India","amazing","nice","1",0.35,"63"
"India","amazing","nice","4",0.95,"63"
"India","terrible","nice","4",0.2,"63"
"India","okay","nice","2",0.65,"63"
"India","good","nice","4",0.9,"63"
"India","okay","nice","4",0.25,"63"
"India","good","nice","2",0.4,"63"
"India","bad","nice","4",0.125,"63"
"India","good","nice","3",0.75,"63"
"India","terrible","nice","3",0.25,"63"
"India","good","nice","5",0.925,"63"
"India","good","nice","1",0.35,"63"
"India","okay","nice","3",0.95,"63"
"India","terrible","nice","1",0.875,"63"
"India","okay","nice","1",0.85,"63"
"India","amazing","nice","2",0.4,"63"
"India","okay","nice","5",0.425,"63"
"India","terrible","nice","5",0.175,"63"
"India","bad","nice","3",0.25,"63"
"India","bad","nice","5",0.1,"63"
"India","bad","nice","1",0.3,"63"
"India","terrible","nice","2",0.375,"63"
"India","amazing","nice","3",0.7,"63"
"India","amazing","nice","5",0.975,"63"
"India","bad","nice","2",0.4,"63"
"India","amazing","mean","1",0.95,"64"
"India","okay","mean","2",0.5,"64"
"India","good","mean","4",0.325,"64"
"India","bad","mean","1",0.5,"64"
"India","good","mean","2",0.5,"64"
"India","bad","mean","2",0.325,"64"
"India","terrible","mean","4",0.95,"64"
"India","good","mean","5",0.025,"64"
"India","bad","mean","4",0.675,"64"
"India","okay","mean","4",0.5,"64"
"India","okay","mean","3",0.5,"64"
"India","bad","mean","3",0.725,"64"
"India","bad","mean","5",0.975,"64"
"India","terrible","mean","2",0.5,"64"
"India","good","mean","1",0.7,"64"
"India","terrible","mean","3",0.65,"64"
"India","amazing","mean","5",0.075,"64"
"India","terrible","mean","5",0.95,"64"
"India","amazing","mean","3",0.675,"64"
"India","terrible","mean","1",0.275,"64"
"India","okay","mean","1",0.5,"64"
"India","amazing","mean","4",0.15,"64"
"India","amazing","mean","2",0.625,"64"
"India","good","mean","3",0.275,"64"
"India","okay","mean","5",0.625,"64"
"India","amazing","honest","4",0.95,"65"
"India","bad","honest","4",0.075,"65"
"India","okay","honest","5",0.1,"65"
"India","bad","honest","2",0.8,"65"
"India","terrible","honest","5",0,"65"
"India","amazing","honest","1",0,"65"
"India","okay","honest","4",0.125,"65"
"India","bad","honest","1",0.925,"65"
"India","terrible","honest","2",0.85,"65"
"India","bad","honest","3",0.35,"65"
"India","good","honest","1",0,"65"
"India","good","honest","5",1,"65"
"India","terrible","honest","3",0.35,"65"
"India","terrible","honest","1",0.95,"65"
"India","amazing","honest","3",0.325,"65"
"India","okay","honest","1",0.05,"65"
"India","good","honest","2",0.05,"65"
"India","good","honest","4",1,"65"
"India","bad","honest","5",0,"65"
"India","okay","honest","3",1,"65"
"India","amazing","honest","2",0.05,"65"
"India","good","honest","3",0.7,"65"
"India","terrible","honest","4",0,"65"
"India","amazing","honest","5",1,"65"
"India","okay","honest","2",0.35,"65"
"India","okay","mean","1",0.15,"68"
"India","terrible","mean","2",0.8,"68"
"India","bad","mean","3",0.85,"68"
"India","good","mean","4",0.075,"68"
"India","terrible","mean","3",0.825,"68"
"India","amazing","mean","1",0,"68"
"India","bad","mean","5",1,"68"
"India","amazing","mean","3",0,"68"
"India","bad","mean","4",1,"68"
"India","good","mean","1",0,"68"
"India","amazing","mean","5",0,"68"
"India","terrible","mean","1",0.45,"68"
"India","amazing","mean","4",0,"68"
"India","bad","mean","2",0.825,"68"
"India","terrible","mean","5",1,"68"
"India","bad","mean","1",0.15,"68"
"India","amazing","mean","2",0,"68"
"India","good","mean","5",0.65,"68"
"India","okay","mean","5",1,"68"
"India","okay","mean","3",0,"68"
"India","okay","mean","2",0.2,"68"
"India","good","mean","3",0.125,"68"
"India","terrible","mean","4",1,"68"
"India","okay","mean","4",0.725,"68"
"India","good","mean","2",0.075,"68"
"India","amazing","honest","5",0.825,"69"
"India","good","honest","3",0.7,"69"
"India","okay","honest","5",0.625,"69"
"India","okay","honest","4",0.775,"69"
"India","terrible","honest","2",0.7,"69"
"India","bad","honest","4",0.3,"69"
"India","amazing","honest","3",0.725,"69"
"India","terrible","honest","3",0.2,"69"
"India","terrible","honest","1",0.725,"69"
"India","good","honest","2",0.325,"69"
"India","okay","honest","3",0.65,"69"
"India","amazing","honest","4",0.85,"69"
"India","good","honest","5",0.925,"69"
"India","amazing","honest","2",0.175,"69"
"India","bad","honest","2",0.775,"69"
"India","bad","honest","3",0.3,"69"
"India","good","honest","1",0.1,"69"
"India","good","honest","4",0.85,"69"
"India","bad","honest","1",0.95,"69"
"India","terrible","honest","5",0.025,"69"
"India","okay","honest","1",0.1,"69"
"India","amazing","honest","1",0.025,"69"
"India","bad","honest","5",0.025,"69"
"India","okay","honest","2",0.825,"69"
"India","terrible","honest","4",0.025,"69"
"India","bad","mean","5",1,"73"
"India","okay","mean","1",0,"73"
"India","bad","mean","3",0.7,"73"
"India","okay","mean","2",0.275,"73"
"India","good","mean","3",0,"73"
"India","bad","mean","1",0,"73"
"India","amazing","mean","2",0,"73"
"India","amazing","mean","5",0,"73"
"India","good","mean","1",0,"73"
"India","amazing","mean","1",0,"73"
"India","amazing","mean","4",0,"73"
"India","good","mean","4",0.05,"73"
"India","terrible","mean","2",0.975,"73"
"India","terrible","mean","1",0.7,"73"
"India","bad","mean","2",0,"73"
"India","terrible","mean","4",1,"73"
"India","good","mean","2",0,"73"
"India","bad","mean","4",0.825,"73"
"India","good","mean","5",0,"73"
"India","okay","mean","4",0.65,"73"
"India","okay","mean","3",0.675,"73"
"India","amazing","mean","3",0,"73"
"India","terrible","mean","5",0.975,"73"
"India","terrible","mean","3",0.975,"73"
"India","okay","mean","5",0.75,"73"
"India","okay","nice","3",0.725,"76"
"India","terrible","nice","1",0.3,"76"
"India","bad","nice","5",0.6,"76"
"India","okay","nice","1",0.075,"76"
"India","good","nice","4",1,"76"
"India","amazing","nice","5",0.925,"76"
"India","okay","nice","5",0.775,"76"
"India","good","nice","3",0.65,"76"
"India","good","nice","2",0.225,"76"
"India","terrible","nice","4",0.65,"76"
"India","okay","nice","4",0.775,"76"
"India","bad","nice","1",0.375,"76"
"India","okay","nice","2",0.375,"76"
"India","amazing","nice","4",0.925,"76"
"India","bad","nice","3",0.625,"76"
"India","good","nice","1",0.075,"76"
"India","terrible","nice","5",0.65,"76"
"India","amazing","nice","1",0.175,"76"
"India","amazing","nice","2",0.225,"76"
"India","good","nice","5",0.85,"76"
"India","bad","nice","4",0.75,"76"
"India","terrible","nice","3",0.45,"76"
"India","amazing","nice","3",0.675,"76"
"India","terrible","nice","2",0.35,"76"
"India","bad","nice","2",0.325,"76"
"India","bad","nice","4",0.275,"77"
"India","good","nice","2",0.975,"77"
"India","bad","nice","2",0.5,"77"
"India","bad","nice","5",0,"77"
"India","okay","nice","2",0.825,"77"
"India","bad","nice","1",0.5,"77"
"India","okay","nice","5",0.5,"77"
"India","good","nice","5",0.975,"77"
"India","okay","nice","4",0.975,"77"
"India","terrible","nice","4",0.225,"77"
"India","bad","nice","3",0.5,"77"
"India","amazing","nice","5",0.975,"77"
"India","okay","nice","1",1,"77"
"India","good","nice","1",0.975,"77"
"India","amazing","nice","3",0.95,"77"
"India","terrible","nice","3",0.3,"77"
"India","amazing","nice","1",0.975,"77"
"India","terrible","nice","2",0.425,"77"
"India","amazing","nice","2",0.725,"77"
"India","amazing","nice","4",0.825,"77"
"India","okay","nice","3",0.5,"77"
"India","terrible","nice","1",0.425,"77"
"India","good","nice","4",0.975,"77"
"India","good","nice","3",0.55,"77"
"India","terrible","nice","5",0.05,"77"
"India","good","mean","2",0.25,"79"
"India","amazing","mean","5",0,"79"
"India","okay","mean","2",0.15,"79"
"India","bad","mean","1",0.075,"79"
"India","bad","mean","2",0.225,"79"
"India","bad","mean","3",0.7,"79"
"India","terrible","mean","1",0.15,"79"
"India","amazing","mean","1",0.175,"79"
"India","bad","mean","5",1,"79"
"India","amazing","mean","3",0,"79"
"India","amazing","mean","2",0.075,"79"
"India","okay","mean","4",0.775,"79"
"India","terrible","mean","4",1,"79"
"India","amazing","mean","4",0.1,"79"
"India","good","mean","3",0,"79"
"India","bad","mean","4",1,"79"
"India","terrible","mean","3",0.775,"79"
"India","good","mean","4",0,"79"
"India","okay","mean","5",0.9,"79"
"India","good","mean","5",0,"79"
"India","okay","mean","1",0.3,"79"
"India","terrible","mean","2",0.325,"79"
"India","terrible","mean","5",1,"79"
"India","okay","mean","3",0.675,"79"
"India","good","mean","1",0.025,"79"
"India","terrible","mean","4",0.225,"80"
"India","bad","mean","4",1,"80"
"India","bad","mean","3",0.575,"80"
"India","bad","mean","1",0.4,"80"
"India","okay","mean","5",0.5,"80"
"India","bad","mean","2",0.5,"80"
"India","okay","mean","3",0.5,"80"
"India","amazing","mean","5",0,"80"
"India","amazing","mean","3",0.175,"80"
"India","good","mean","4",0.575,"80"
"India","okay","mean","2",0.5,"80"
"India","good","mean","5",0.1,"80"
"India","amazing","mean","4",0.2,"80"
"India","amazing","mean","2",0.15,"80"
"India","good","mean","2",0.1,"80"
"India","good","mean","1",0.125,"80"
"India","okay","mean","1",0.125,"80"
"India","bad","mean","5",0.925,"80"
"India","terrible","mean","3",0.775,"80"
"India","terrible","mean","1",0.125,"80"
"India","okay","mean","4",0.125,"80"
"India","good","mean","3",0.15,"80"
"India","amazing","mean","1",0,"80"
"India","terrible","mean","2",0.1,"80"
"India","terrible","mean","5",0.925,"80"
"India","okay","mean","4",1,"82"
"India","okay","mean","3",0,"82"
"India","okay","mean","5",1,"82"
"India","bad","mean","1",0,"82"
"India","amazing","mean","3",1,"82"
"India","amazing","mean","1",1,"82"
"India","amazing","mean","5",0,"82"
"India","good","mean","5",0.775,"82"
"India","terrible","mean","1",0,"82"
"India","okay","mean","2",0.5,"82"
"India","good","mean","3",0.75,"82"
"India","bad","mean","4",1,"82"
"India","good","mean","1",1,"82"
"India","good","mean","2",1,"82"
"India","bad","mean","3",1,"82"
"India","terrible","mean","2",0.225,"82"
"India","amazing","mean","2",1,"82"
"India","terrible","mean","3",1,"82"
"India","terrible","mean","4",1,"82"
"India","bad","mean","5",1,"82"
"India","good","mean","4",0,"82"
"India","bad","mean","2",0,"82"
"India","okay","mean","1",0.25,"82"
"India","terrible","mean","5",1,"82"
"India","amazing","mean","4",0,"82"
"India","good","mean","3",0.15,"83"
"India","amazing","mean","2",0,"83"
"India","bad","mean","3",0.725,"83"
"India","good","mean","5",0,"83"
"India","okay","mean","5",0,"83"
"India","good","mean","1",0,"83"
"India","amazing","mean","3",0,"83"
"India","okay","mean","1",0.125,"83"
"India","bad","mean","4",1,"83"
"India","amazing","mean","4",0,"83"
"India","okay","mean","4",0,"83"
"India","bad","mean","1",0,"83"
"India","bad","mean","5",1,"83"
"India","good","mean","2",0,"83"
"India","amazing","mean","1",0,"83"
"India","good","mean","4",0,"83"
"India","terrible","mean","3",0.75,"83"
"India","terrible","mean","4",0.7,"83"
"India","okay","mean","3",0.375,"83"
"India","terrible","mean","2",0.675,"83"
"India","amazing","mean","5",0,"83"
"India","okay","mean","2",0.7,"83"
"India","bad","mean","2",0,"83"
"India","terrible","mean","1",0.7,"83"
"India","terrible","mean","5",1,"83"
"India","bad","mean","2",0.5,"84"
"India","good","mean","3",0.175,"84"
"India","amazing","mean","5",0.075,"84"
"India","good","mean","1",0.5,"84"
"India","good","mean","4",0.175,"84"
"India","terrible","mean","3",0.15,"84"
"India","amazing","mean","4",0.15,"84"
"India","terrible","mean","1",0.15,"84"
"India","okay","mean","3",0.1,"84"
"India","bad","mean","1",0.5,"84"
"India","terrible","mean","5",0.5,"84"
"India","good","mean","2",0.3,"84"
"India","okay","mean","5",0.275,"84"
"India","bad","mean","4",0.5,"84"
"India","amazing","mean","3",0.5,"84"
"India","terrible","mean","2",0.3,"84"
"India","okay","mean","1",0.5,"84"
"India","bad","mean","3",0.5,"84"
"India","okay","mean","2",0.5,"84"
"India","amazing","mean","1",0.5,"84"
"India","good","mean","5",0.125,"84"
"India","okay","mean","4",0.225,"84"
"India","bad","mean","5",0.325,"84"
"India","amazing","mean","2",0.5,"84"
"India","terrible","mean","4",0.5,"84"
"India","bad","mean","1",0.325,"86"
"India","okay","mean","1",0.275,"86"
"India","terrible","mean","4",0.325,"86"
"India","good","mean","1",0.325,"86"
"India","terrible","mean","5",0.3,"86"
"India","terrible","mean","3",0.275,"86"
"India","amazing","mean","4",0.275,"86"
"India","terrible","mean","2",0.225,"86"
"India","good","mean","5",0.225,"86"
"India","okay","mean","3",0.25,"86"
"India","good","mean","4",0.2,"86"
"India","amazing","mean","5",0.275,"86"
"India","bad","mean","2",0.325,"86"
"India","bad","mean","3",0.3,"86"
"India","okay","mean","4",0.275,"86"
"India","okay","mean","2",0.275,"86"
"India","good","mean","3",0.325,"86"
"India","amazing","mean","3",0.275,"86"
"India","good","mean","2",0.3,"86"
"India","terrible","mean","1",0.275,"86"
"India","amazing","mean","1",0.3,"86"
"India","amazing","mean","2",0.3,"86"
"India","okay","mean","5",0.3,"86"
"India","bad","mean","4",0.275,"86"
"India","bad","mean","5",0.25,"86"
"India","okay","mean","4",0.225,"88"
"India","bad","mean","4",0.875,"88"
"India","okay","mean","5",0.5,"88"
"India","good","mean","2",0.175,"88"
"India","bad","mean","1",0.05,"88"
"India","bad","mean","5",1,"88"
"India","good","mean","4",0,"88"
"India","good","mean","3",0,"88"
"India","terrible","mean","3",0.75,"88"
"India","amazing","mean","5",0,"88"
"India","bad","mean","2",0.3,"88"
"India","terrible","mean","5",1,"88"
"India","okay","mean","1",0.375,"88"
"India","terrible","mean","4",1,"88"
"India","terrible","mean","2",0.45,"88"
"India","okay","mean","2",0.175,"88"
"India","okay","mean","3",0.175,"88"
"India","amazing","mean","3",0,"88"
"India","amazing","mean","2",0,"88"
"India","terrible","mean","1",0,"88"
"India","bad","mean","3",0.825,"88"
"India","amazing","mean","1",0,"88"
"India","good","mean","5",0,"88"
"India","good","mean","1",0,"88"
"India","amazing","mean","4",0,"88"
"India","okay","mean","4",0.575,"89"
"India","okay","mean","1",0,"89"
"India","bad","mean","2",0.55,"89"
"India","bad","mean","5",1,"89"
"India","good","mean","5",0,"89"
"India","terrible","mean","1",0.5,"89"
"India","amazing","mean","2",0.125,"89"
"India","amazing","mean","4",0,"89"
"India","good","mean","4",0.3,"89"
"India","good","mean","2",0,"89"
"India","terrible","mean","5",1,"89"
"India","terrible","mean","2",0.625,"89"
"India","amazing","mean","5",0,"89"
"India","bad","mean","1",0.5,"89"
"India","terrible","mean","4",1,"89"
"India","amazing","mean","1",0,"89"
"India","amazing","mean","3",0,"89"
"India","okay","mean","3",0.1,"89"
"India","terrible","mean","3",0.65,"89"
"India","good","mean","3",0.225,"89"
"India","bad","mean","4",1,"89"
"India","good","mean","1",0,"89"
"India","okay","mean","2",0,"89"
"India","bad","mean","3",0.775,"89"
"India","okay","mean","5",1,"89"
"India","okay","mean","5",0.725,"90"
"India","amazing","mean","1",0.25,"90"
"India","okay","mean","1",0,"90"
"India","amazing","mean","2",0,"90"
"India","amazing","mean","5",0,"90"
"India","good","mean","2",0,"90"
"India","terrible","mean","4",1,"90"
"India","terrible","mean","2",1,"90"
"India","bad","mean","3",0,"90"
"India","good","mean","5",0,"90"
"India","terrible","mean","5",1,"90"
"India","amazing","mean","3",0,"90"
"India","bad","mean","4",1,"90"
"India","terrible","mean","3",1,"90"
"India","good","mean","4",0,"90"
"India","bad","mean","1",0,"90"
"India","okay","mean","3",0,"90"
"India","good","mean","3",0,"90"
"India","bad","mean","2",0.725,"90"
"India","bad","mean","5",1,"90"
"India","terrible","mean","1",0.275,"90"
"India","amazing","mean","4",0.05,"90"
"India","good","mean","1",0,"90"
"India","okay","mean","2",0,"90"
"India","okay","mean","4",0,"90"
"India","terrible","nice","4",0.05,"91"
"India","good","nice","5",1,"91"
"India","bad","nice","4",0.025,"91"
"India","okay","nice","2",0.525,"91"
"India","terrible","nice","1",0.5,"91"
"India","terrible","nice","2",0,"91"
"India","amazing","nice","5",0.975,"91"
"India","amazing","nice","3",0.525,"91"
"India","amazing","nice","1",0.45,"91"
"India","amazing","nice","4",0.95,"91"
"India","okay","nice","3",0.5,"91"
"India","good","nice","1",0.5,"91"
"India","bad","nice","5",0,"91"
"India","terrible","nice","5",0,"91"
"India","good","nice","4",0.75,"91"
"India","okay","nice","5",0.5,"91"
"India","terrible","nice","3",0.5,"91"
"India","amazing","nice","2",0.525,"91"
"India","good","nice","3",0.7,"91"
"India","bad","nice","2",0.5,"91"
"India","bad","nice","1",0.5,"91"
"India","bad","nice","3",0.5,"91"
"India","good","nice","2",0.5,"91"
"India","okay","nice","1",0.5,"91"
"India","okay","nice","4",0.275,"91"
"India","terrible","honest","1",0.975,"95"
"India","amazing","honest","3",0.325,"95"
"India","amazing","honest","1",0.3,"95"
"India","terrible","honest","5",0,"95"
"India","bad","honest","4",0.25,"95"
"India","good","honest","2",0.4,"95"
"India","amazing","honest","5",0.9,"95"
"India","good","honest","4",1,"95"
"India","bad","honest","3",0.35,"95"
"India","bad","honest","5",0.175,"95"
"India","good","honest","3",1,"95"
"India","terrible","honest","4",0.35,"95"
"India","terrible","honest","3",0.475,"95"
"India","okay","honest","3",1,"95"
"India","terrible","honest","2",1,"95"
"India","bad","honest","1",0.925,"95"
"India","amazing","honest","4",0.75,"95"
"India","bad","honest","2",0.975,"95"
"India","okay","honest","4",0.35,"95"
"India","good","honest","5",0.65,"95"
"India","okay","honest","2",0.925,"95"
"India","good","honest","1",0.325,"95"
"India","amazing","honest","2",0.3,"95"
"India","okay","honest","1",1,"95"
"India","okay","honest","5",0.275,"95"
"India","okay","nice","1",0.775,"96"
"India","good","nice","3",0.8,"96"
"India","good","nice","2",0.675,"96"
"India","bad","nice","1",0.7,"96"
"India","okay","nice","5",0.325,"96"
"India","bad","nice","3",0.35,"96"
"India","amazing","nice","2",0.025,"96"
"India","amazing","nice","1",0.475,"96"
"India","good","nice","4",0.825,"96"
"India","amazing","nice","3",0.5,"96"
"India","terrible","nice","4",0.1,"96"
"India","bad","nice","4",0.2,"96"
"India","terrible","nice","5",0,"96"
"India","bad","nice","2",0.45,"96"
"India","terrible","nice","3",0.2,"96"
"India","terrible","nice","1",0.5,"96"
"India","okay","nice","4",0.5,"96"
"India","bad","nice","5",0.05,"96"
"India","good","nice","1",0.725,"96"
"India","okay","nice","3",0.5,"96"
"India","okay","nice","2",0.5,"96"
"India","amazing","nice","4",0.6,"96"
"India","good","nice","5",0.5,"96"
"India","terrible","nice","2",0.4,"96"
"India","amazing","nice","5",0.925,"96"
"Korea","okay","mean","2",0.5,"107"
"Korea","good","nice","3",0.5,"113"
"Korea","okay","honest","4",0.625,"100"
"Korea","amazing","mean","5",0.05,"4"
"Korea","bad","honest","3",0.775,"1"
"Korea","bad","honest","5",0.05,"101"
"Korea","good","honest","2",0.15,"111"
"Korea","bad","honest","2",0.65,"112"
"Korea","okay","mean","5",0.575,"98"
"Korea","terrible","mean","5",0.95,"108"
"Korea","amazing","mean","2",0.175,"20"
"Korea","good","mean","3",0.05,"99"
"Korea","okay","nice","1",0.975,"2"
"Korea","terrible","honest","2",0.45,"3"
"Korea","amazing","mean","1",0.775,"104"
"Korea","okay","honest","1",0,"105"
"Korea","good","honest","2",0.225,"109"
"Korea","okay","mean","3",0.275,"102"
"Korea","bad","nice","1",0.1,"110"
"Korea","good","honest","1",0,"97"
"Korea","okay","nice","5",0.175,"106"
"Korea","good","nice","4",0.7,"103"
"Korea","good","mean","1",0.275,"107"
"Korea","good","nice","1",0.15,"113"
"Korea","okay","honest","3",0.825,"100"
"Korea","good","mean","1",0.5,"4"
"Korea","bad","honest","2",0.725,"1"
"Korea","terrible","honest","1",0.975,"101"
"Korea","good","honest","1",0.075,"111"
"Korea","good","honest","1",0,"112"
"Korea","good","mean","3",0.625,"98"
"Korea","good","mean","1",0.35,"108"
"Korea","okay","mean","2",0.3,"20"
"Korea","terrible","mean","2",0.9,"99"
"Korea","terrible","nice","3",0.05,"2"
"Korea","terrible","honest","5",0,"3"
"Korea","terrible","mean","2",0.725,"104"
"Korea","good","honest","2",0.25,"105"
"Korea","okay","honest","1",0.35,"109"
"Korea","terrible","mean","5",0.95,"102"
"Korea","good","nice","1",0.975,"110"
"Korea","amazing","honest","4",0.925,"97"
"Korea","okay","nice","2",0.275,"106"
"Korea","good","nice","1",0.725,"103"
"Korea","terrible","mean","3",0.75,"107"
"Korea","good","nice","5",0.475,"113"
"Korea","good","honest","3",0.45,"100"
"Korea","bad","mean","5",0.775,"4"
"Korea","okay","honest","5",0.225,"1"
"Korea","okay","honest","1",0.3,"101"
"Korea","amazing","honest","4",0.7,"111"
"Korea","terrible","honest","4",0,"112"
"Korea","amazing","mean","5",0.725,"98"
"Korea","good","mean","4",0.55,"108"
"Korea","terrible","mean","2",0.9,"20"
"Korea","good","mean","5",0.175,"99"
"Korea","terrible","nice","4",0.025,"2"
"Korea","terrible","honest","4",0,"3"
"Korea","terrible","mean","1",0.825,"104"
"Korea","bad","honest","4",0,"105"
"Korea","good","honest","4",0.775,"109"
"Korea","terrible","mean","3",0.75,"102"
"Korea","good","nice","3",0.7,"110"
"Korea","okay","honest","5",0.325,"97"
"Korea","amazing","nice","1",0.7,"106"
"Korea","terrible","nice","4",0.075,"103"
"Korea","terrible","mean","5",1,"107"
"Korea","okay","nice","2",0.45,"113"
"Korea","terrible","honest","1",0.6,"100"
"Korea","terrible","mean","1",0.775,"4"
"Korea","terrible","honest","5",0.1,"1"
"Korea","good","honest","3",0.5,"101"
"Korea","terrible","honest","5",0.05,"111"
"Korea","amazing","honest","4",0.725,"112"
"Korea","okay","mean","3",0.3,"98"
"Korea","okay","mean","2",0.5,"108"
"Korea","terrible","mean","1",0.8,"20"
"Korea","bad","mean","5",0.975,"99"
"Korea","good","nice","4",0.975,"2"
"Korea","good","honest","4",1,"3"
"Korea","okay","mean","3",0.5,"104"
"Korea","amazing","honest","5",1,"105"
"Korea","terrible","honest","4",0.075,"109"
"Korea","terrible","mean","4",0.95,"102"
"Korea","amazing","nice","1",0.975,"110"
"Korea","good","honest","5",0.975,"97"
"Korea","terrible","nice","3",0.05,"106"
"Korea","terrible","nice","3",0.3,"103"
"Korea","amazing","mean","3",0.25,"107"
"Korea","bad","nice","5",0.05,"113"
"Korea","terrible","honest","4",0.025,"100"
"Korea","good","mean","3",0.275,"4"
"Korea","bad","honest","1",0.75,"1"
"Korea","good","honest","4",0.5,"101"
"Korea","good","honest","4",0.775,"111"
"Korea","amazing","honest","1",0,"112"
"Korea","okay","mean","1",0.825,"98"
"Korea","bad","mean","4",0.5,"108"
"Korea","bad","mean","2",0.75,"20"
"Korea","okay","mean","4",0.675,"99"
"Korea","good","nice","3",0.95,"2"
"Korea","terrible","honest","3",0.45,"3"
"Korea","good","mean","2",0.6,"104"
"Korea","good","honest","4",1,"105"
"Korea","amazing","honest","1",0.15,"109"
"Korea","okay","mean","5",0.775,"102"
"Korea","good","nice","2",0.775,"110"
"Korea","bad","honest","3",0.35,"97"
"Korea","amazing","nice","2",0.725,"106"
"Korea","bad","nice","1",0.35,"103"
"Korea","bad","mean","1",0.5,"107"
"Korea","amazing","nice","5",0.975,"113"
"Korea","amazing","honest","1",0,"100"
"Korea","bad","mean","2",0.5,"4"
"Korea","bad","honest","5",0.075,"1"
"Korea","good","honest","2",0.3,"101"
"Korea","terrible","honest","4",0.075,"111"
"Korea","okay","honest","4",0.15,"112"
"Korea","bad","mean","2",0.575,"98"
"Korea","okay","mean","5",0.5,"108"
"Korea","okay","mean","3",0.5,"20"
"Korea","okay","mean","3",0.5,"99"
"Korea","amazing","nice","4",0.975,"2"
"Korea","okay","honest","3",0.525,"3"
"Korea","bad","mean","1",0.675,"104"
"Korea","amazing","honest","2",0.175,"105"
"Korea","terrible","honest","5",0,"109"
"Korea","good","mean","5",0.65,"102"
"Korea","amazing","nice","2",0.975,"110"
"Korea","okay","honest","2",0.925,"97"
"Korea","bad","nice","1",0.325,"106"
"Korea","good","nice","3",0.675,"103"
"Korea","bad","mean","3",0.65,"107"
"Korea","terrible","nice","3",0.05,"113"
"Korea","bad","honest","2",0.775,"100"
"Korea","good","mean","2",0.25,"4"
"Korea","amazing","honest","3",0.225,"1"
"Korea","amazing","honest","3",0.25,"101"
"Korea","terrible","honest","3",0.5,"111"
"Korea","terrible","honest","3",0,"112"
"Korea","terrible","mean","2",0.5,"98"
"Korea","okay","mean","1",0.2,"108"
"Korea","okay","mean","4",0.9,"20"
"Korea","terrible","mean","3",0.95,"99"
"Korea","bad","nice","3",0.025,"2"
"Korea","good","honest","5",0.7,"3"
"Korea","amazing","mean","2",0.625,"104"
"Korea","good","honest","5",1,"105"
"Korea","good","honest","1",0.225,"109"
"Korea","terrible","mean","1",0.725,"102"
"Korea","terrible","nice","4",0.025,"110"
"Korea","amazing","honest","3",0.725,"97"
"Korea","amazing","nice","5",0.825,"106"
"Korea","okay","nice","2",0.5,"103"
"Korea","amazing","mean","2",0.3,"107"
"Korea","terrible","nice","1",0.25,"113"
"Korea","okay","honest","1",0.6,"100"
"Korea","okay","mean","1",0.5,"4"
"Korea","amazing","honest","2",0.325,"1"
"Korea","bad","honest","1",0.725,"101"
"Korea","good","honest","3",0.5,"111"
"Korea","amazing","honest","2",0.25,"112"
"Korea","bad","mean","1",0.4,"98"
"Korea","good","mean","3",0.5,"108"
"Korea","amazing","mean","4",0.325,"20"
"Korea","okay","mean","5",0.175,"99"
"Korea","bad","nice","1",0.025,"2"
"Korea","amazing","honest","5",1,"3"
"Korea","good","mean","3",0.6,"104"
"Korea","good","honest","3",0.7,"105"
"Korea","terrible","honest","1",0.9,"109"
"Korea","okay","mean","1",0.075,"102"
