"subid","goal","true_state","positivity","utterance","goal_prob"
"anon-26","social","3","positive","good",0.75
"anon-26","social","2","positive","bad",0.175
"anon-26","social","2","negative","amazing",0.25
"anon-26","social","1","positive","terrible",0.725
"anon-26","social","1","negative","good",0.675
"anon-26","social","3","negative","amazing",0.775
"anon-26","social","5","negative","bad",0.975
"anon-27","informative","3","negative","bad",0.75
"anon-27","informative","5","negative","good",0
"anon-27","informative","4","positive","amazing",0.6
"anon-27","informative","4","positive","okay",0.15
"anon-27","informative","3","positive","okay",0.975
"anon-27","informative","3","negative","amazing",0.7
"anon-27","informative","5","positive","amazing",1
"anon-27","informative","1","negative","good",1
"anon-27","informative","3","positive","good",0.325
"anon-27","informative","2","positive","bad",1
"anon-27","informative","4","negative","terrible",0
"anon-27","informative","4","positive","good",1
"anon-27","informative","2","negative","good",0.825
"anon-27","informative","1","positive","amazing",0
"anon-27","informative","5","positive","terrible",0
"anon-27","informative","2","negative","amazing",0.4
"anon-27","informative","1","positive","bad",0.925
"anon-27","informative","4","negative","bad",0.225
"anon-27","informative","3","negative","terrible",0.525
"anon-27","informative","5","negative","bad",0
"anon-27","informative","5","negative","okay",0
"anon-27","informative","2","positive","okay",0.375
"anon-27","informative","2","positive","terrible",0.65
"anon-27","informative","1","positive","terrible",1
"anon-27","informative","1","negative","okay",0.4
"anon-28","social","3","positive","good",0.475
"anon-28","social","5","positive","terrible",0.85
"anon-28","social","1","positive","bad",0.425
"anon-28","social","2","negative","amazing",0.425
"anon-28","social","4","positive","amazing",0.825
"anon-28","social","5","negative","good",0.6
"anon-28","social","5","negative","bad",0.775
"anon-28","social","3","positive","okay",0.425
"anon-28","social","4","positive","okay",0.8
"anon-28","social","5","positive","amazing",0.975
"anon-28","social","1","positive","terrible",0.8
"anon-28","social","3","negative","bad",0.4
"anon-28","social","4","negative","terrible",0.675
"anon-28","social","3","negative","terrible",0.625
"anon-28","social","4","negative","bad",0.625
"anon-28","social","1","negative","good",0.225
"anon-28","social","2","negative","good",0.275
"anon-28","social","2","positive","terrible",0.25
"anon-28","social","5","negative","okay",0.8
"anon-28","social","4","positive","good",0.75
"anon-28","social","2","positive","bad",0.3
"anon-28","social","1","negative","okay",0.275
"anon-28","social","1","positive","amazing",0.1
"anon-28","social","2","positive","okay",0.275
"anon-28","social","3","negative","amazing",0.4
"anon-29","informative","4","positive","okay",0.225
"anon-29","informative","3","negative","bad",0.55
"anon-29","informative","1","negative","okay",0.8
"anon-29","informative","3","negative","amazing",0.8
"anon-29","informative","1","positive","amazing",0.1
"anon-29","informative","5","negative","bad",0.1
"anon-29","informative","4","negative","terrible",0.375
"anon-29","informative","5","negative","good",0.1
"anon-29","informative","4","positive","good",0.675
"anon-29","informative","1","negative","good",0.825
"anon-29","informative","5","positive","amazing",0.9
"anon-29","informative","5","negative","okay",0.075
"anon-29","informative","3","negative","terrible",0.725
"anon-29","informative","2","positive","bad",0.8
"anon-29","informative","4","negative","bad",0.6
"anon-29","informative","2","negative","amazing",0.725
"anon-29","informative","3","positive","good",0.3
"anon-29","informative","1","positive","terrible",0.75
"anon-29","informative","3","positive","okay",0.75
"anon-29","informative","5","positive","terrible",0.025
"anon-29","informative","1","positive","bad",0.775
"anon-29","informative","4","positive","amazing",0.325
"anon-29","informative","2","positive","okay",0.35
"anon-29","informative","2","negative","good",0.85
"anon-29","informative","2","positive","terrible",0.575
"anon-3","social","3","negative","good",0
"anon-3","social","1","negative","terrible",0.95
"anon-3","social","1","negative","amazing",0.85
"anon-3","social","5","positive","okay",0
"anon-3","social","2","negative","bad",1
"anon-3","social","1","negative","bad",1
"anon-3","social","3","positive","terrible",0
"anon-3","social","4","positive","bad",0
"anon-3","social","4","negative","amazing",0.1
"anon-3","social","3","negative","okay",0
"anon-3","social","2","positive","amazing",1
"anon-3","social","4","positive","terrible",0
"anon-3","social","2","negative","terrible",0.85
"anon-3","social","5","positive","bad",0
"anon-3","social","5","negative","amazing",0
"anon-3","social","1","positive","okay",1
"anon-3","social","4","negative","good",0
"anon-3","social","5","negative","terrible",0
"anon-3","social","1","positive","good",1
"anon-3","social","5","positive","good",0.8
"anon-3","social","2","positive","good",0.825
"anon-3","social","4","negative","okay",0
"anon-3","social","3","positive","amazing",1
"anon-3","social","2","negative","okay",0
"anon-3","social","3","positive","bad",0.075
"anon-30","social","3","negative","amazing",0.2
"anon-30","social","1","negative","good",0.325
"anon-30","social","4","positive","amazing",0.75
"anon-30","social","1","positive","terrible",0
"anon-30","social","2","positive","okay",0.4
"anon-30","social","5","negative","okay",0.025
"anon-30","social","3","positive","okay",0.6
"anon-30","social","1","negative","okay",0.3
"anon-30","social","3","negative","bad",0.825
"anon-30","social","4","positive","okay",0.225
"anon-30","social","2","negative","amazing",0.35
"anon-30","social","3","negative","terrible",0.75
"anon-30","social","5","negative","bad",0.025
"anon-30","social","4","positive","good",1
"anon-30","social","5","positive","terrible",0
"anon-30","social","2","positive","terrible",0.025
"anon-30","social","4","negative","bad",0.275
"anon-30","social","5","positive","amazing",1
"anon-30","social","1","positive","amazing",1
"anon-30","social","1","positive","bad",0.3
"anon-30","social","5","negative","good",0
"anon-30","social","3","positive","good",0.975
"anon-30","social","2","negative","good",0.25
"anon-30","social","2","positive","bad",0.075
"anon-30","social","4","negative","terrible",0.15
"anon-31","social","4","negative","good",0.875
"anon-31","social","1","positive","good",0.875
"anon-31","social","4","negative","okay",0.3
"anon-31","social","2","positive","amazing",1
"anon-31","social","2","negative","bad",0.725
"anon-31","social","3","positive","amazing",0.95
"anon-31","social","1","positive","okay",0.85
"anon-31","social","4","positive","bad",0
"anon-31","social","4","positive","terrible",0
"anon-31","social","1","negative","amazing",0.35
"anon-31","social","5","negative","amazing",0.675
"anon-31","social","3","negative","okay",0.325
"anon-31","social","3","positive","terrible",0.25
"anon-31","social","5","positive","bad",0
"anon-31","social","5","positive","okay",0.4
"anon-31","social","1","negative","terrible",0.55
"anon-31","social","1","negative","bad",0.525
"anon-31","social","2","negative","terrible",0.525
"anon-31","social","5","negative","terrible",0.55
"anon-31","social","3","negative","good",0.275
"anon-31","social","5","positive","good",0.875
"anon-31","social","2","negative","okay",0.65
"anon-31","social","4","negative","amazing",1
"anon-31","social","2","positive","good",0.75
"anon-31","social","3","positive","bad",0.15
"anon-32","social","5","positive","terrible",0
"anon-32","social","4","positive","good",0.775
"anon-32","social","1","positive","terrible",0.05
"anon-32","social","2","positive","okay",0.45
"anon-32","social","5","negative","bad",0.225
"anon-32","social","4","positive","okay",0.225
"anon-32","social","2","positive","terrible",0.05
"anon-32","social","1","positive","amazing",0.975
"anon-32","social","3","positive","okay",0.5
"anon-32","social","3","negative","amazing",1
"anon-32","social","4","positive","amazing",1
"anon-32","social","5","negative","good",0.2
"anon-32","social","1","negative","okay",0.05
"anon-32","social","2","positive","bad",0.25
"anon-32","social","3","negative","bad",0.475
"anon-32","social","5","negative","okay",0
"anon-32","social","2","negative","good",0.175
"anon-32","social","2","negative","amazing",0.35
"anon-32","social","3","negative","terrible",0.35
"anon-32","social","1","positive","bad",0.075
"anon-32","social","5","positive","amazing",1
"anon-32","social","4","negative","bad",0.125
"anon-32","social","3","positive","good",0.8
"anon-32","social","4","negative","terrible",0.3
"anon-32","social","1","negative","good",0.15
"anon-33","social","1","positive","amazing",0.975
"anon-33","social","3","negative","terrible",0.475
"anon-33","social","5","negative","okay",0
"anon-33","social","5","negative","good",0
"anon-33","social","4","negative","bad",0.275
"anon-33","social","4","positive","okay",0.275
"anon-33","social","3","negative","bad",0.3
"anon-33","social","1","negative","okay",0
"anon-33","social","5","positive","terrible",0
"anon-33","social","2","positive","okay",0.7
"anon-33","social","4","negative","terrible",0.125
"anon-33","social","3","positive","good",0.525
"anon-33","social","4","positive","amazing",1
"anon-33","social","3","positive","okay",0.5
"anon-33","social","2","positive","terrible",0.225
"anon-33","social","1","positive","bad",0
"anon-33","social","2","negative","good",0.2
"anon-33","social","3","negative","amazing",0.05
"anon-33","social","2","positive","bad",0
"anon-33","social","4","positive","good",0.775
"anon-33","social","5","positive","amazing",1
"anon-33","social","1","negative","good",0
"anon-33","social","2","negative","amazing",0.35
"anon-33","social","1","positive","terrible",0
"anon-33","social","5","negative","bad",0
"anon-34","social","2","negative","bad",0.5
"anon-34","social","3","positive","bad",0
"anon-34","social","5","negative","terrible",0
"anon-34","social","2","negative","terrible",0.675
"anon-34","social","1","negative","amazing",0.65
"anon-34","social","4","negative","okay",0
"anon-34","social","3","positive","terrible",0.025
"anon-34","social","4","negative","good",0.025
"anon-34","social","5","negative","amazing",0.15
"anon-34","social","5","positive","good",0.4
"anon-34","social","2","positive","amazing",1
"anon-34","social","2","positive","good",0.975
"anon-34","social","1","negative","terrible",0.825
"anon-34","social","3","positive","amazing",1
"anon-34","social","3","negative","good",0.025
"anon-34","social","5","positive","okay",0
"anon-34","social","1","negative","bad",1
"anon-34","social","5","positive","bad",0
"anon-34","social","4","positive","bad",0.025
"anon-34","social","2","negative","okay",0.45
"anon-34","social","1","positive","okay",1
"anon-34","social","4","positive","terrible",0.025
"anon-34","social","3","negative","okay",0.175
"anon-34","social","1","positive","good",1
"anon-34","social","4","negative","amazing",0.025
"anon-35","informative","5","negative","okay",0
"anon-35","informative","3","negative","amazing",0.8
"anon-35","informative","4","positive","amazing",0.675
"anon-35","informative","1","negative","okay",0.75
"anon-35","informative","5","negative","bad",0.25
"anon-35","informative","5","negative","good",0
"anon-35","informative","3","negative","terrible",0.675
"anon-35","informative","4","negative","terrible",0.15
"anon-35","informative","3","negative","bad",0.775
"anon-35","informative","5","positive","terrible",0
"anon-35","informative","2","positive","okay",0.325
"anon-35","informative","5","positive","amazing",1
"anon-35","informative","1","positive","terrible",1
"anon-35","informative","1","positive","amazing",0
"anon-35","informative","1","negative","good",0.8
"anon-35","informative","3","positive","good",0.275
"anon-35","informative","2","negative","amazing",0.3
"anon-35","informative","2","positive","bad",1
"anon-35","informative","4","positive","good",1
"anon-35","informative","3","positive","okay",0.975
"anon-35","informative","4","negative","bad",0.625
"anon-35","informative","2","positive","terrible",0.9
"anon-35","informative","2","negative","good",0.8
"anon-35","informative","1","positive","bad",0.925
"anon-35","informative","4","positive","okay",0.45
"anon-36","social","1","positive","okay",0.6
"anon-36","social","2","positive","amazing",0.775
"anon-36","social","3","positive","amazing",0.775
"anon-36","social","5","negative","amazing",0.7
"anon-36","social","3","positive","bad",0.425
"anon-36","social","4","negative","okay",0.75
"anon-36","social","5","positive","bad",0.675
"anon-36","social","3","positive","terrible",0.15
"anon-36","social","2","positive","good",0.725
"anon-36","social","4","positive","terrible",0.425
"anon-36","social","1","negative","terrible",0.4
"anon-36","social","5","negative","terrible",0.75
"anon-36","social","5","positive","good",0.625
"anon-36","social","5","positive","okay",0.45
"anon-36","social","1","negative","bad",0.375
"anon-36","social","1","positive","good",0.725
"anon-36","social","4","negative","amazing",0.35
"anon-36","social","1","negative","amazing",0.375
"anon-36","social","3","negative","good",0.325
"anon-36","social","4","positive","bad",0.3
"anon-36","social","4","negative","good",0.275
"anon-36","social","3","negative","okay",0.375
"anon-36","social","2","negative","terrible",0.675
"anon-36","social","2","negative","bad",0.7
"anon-36","social","2","negative","okay",0.675
"anon-37","social","1","negative","amazing",0.5
"anon-37","social","3","positive","bad",0.025
"anon-37","social","3","positive","terrible",0.025
"anon-37","social","1","negative","terrible",0.5
"anon-37","social","2","negative","okay",0.5
"anon-37","social","1","negative","bad",0.75
"anon-37","social","4","negative","good",0.025
"anon-37","social","4","positive","bad",0.225
"anon-37","social","4","negative","okay",0
"anon-37","social","5","positive","bad",0.025
"anon-37","social","4","negative","amazing",0.025
"anon-37","social","5","positive","good",0.825
"anon-37","social","3","negative","okay",0.025
"anon-37","social","5","negative","amazing",0.025
"anon-37","social","2","positive","amazing",0.975
"anon-37","social","5","negative","terrible",0
"anon-37","social","5","positive","okay",0.125
"anon-37","social","2","negative","bad",0.975
"anon-37","social","3","positive","amazing",1
"anon-37","social","4","positive","terrible",0
"anon-37","social","3","negative","good",0.125
"anon-37","social","2","negative","terrible",0.6
"anon-37","social","2","positive","good",0.975
"anon-37","social","1","positive","good",0.975
"anon-37","social","1","positive","okay",1
"anon-38","social","4","positive","terrible",0
"anon-38","social","1","negative","bad",0.925
"anon-38","social","2","positive","good",0.925
"anon-38","social","1","negative","amazing",0.075
"anon-38","social","3","positive","bad",0.025
"anon-38","social","4","negative","amazing",0
"anon-38","social","2","positive","amazing",1
"anon-38","social","5","negative","terrible",0
"anon-38","social","2","negative","terrible",0.175
"anon-38","social","1","positive","okay",0.825
"anon-38","social","1","negative","terrible",0.825
"anon-38","social","4","negative","okay",0
"anon-38","social","4","negative","good",0
"anon-38","social","3","negative","okay",0
"anon-38","social","1","positive","good",0.85
"anon-38","social","3","positive","terrible",0
"anon-38","social","2","negative","bad",0.8
"anon-38","social","5","positive","okay",0
"anon-38","social","3","positive","amazing",1
"anon-38","social","2","negative","okay",0.1
"anon-38","social","5","negative","amazing",0
"anon-38","social","3","negative","good",0
"anon-38","social","5","positive","good",0
"anon-38","social","4","positive","bad",0
"anon-38","social","5","positive","bad",0
"anon-39","social","4","negative","good",0
"anon-39","social","2","negative","okay",0
"anon-39","social","5","positive","bad",0
"anon-39","social","4","positive","bad",0
"anon-39","social","4","negative","okay",0
"anon-39","social","1","negative","bad",1
"anon-39","social","3","negative","good",0
"anon-39","social","3","positive","bad",0
"anon-39","social","2","negative","terrible",0.775
"anon-39","social","5","negative","amazing",0
"anon-39","social","1","positive","good",1
"anon-39","social","1","negative","terrible",1
"anon-39","social","5","positive","okay",0
"anon-39","social","4","positive","terrible",0
"anon-39","social","2","positive","amazing",1
"anon-39","social","3","negative","okay",0
"anon-39","social","5","negative","terrible",1
"anon-39","social","5","positive","good",1
"anon-39","social","4","negative","amazing",0
"anon-39","social","3","positive","terrible",0
"anon-39","social","2","negative","bad",0
"anon-39","social","2","positive","good",1
"anon-39","social","1","negative","amazing",0
"anon-39","social","3","positive","amazing",1
"anon-39","social","1","positive","okay",0.475
"anon-4","social","5","positive","terrible",0.075
"anon-4","social","5","negative","okay",0.375
"anon-4","social","1","negative","okay",0.725
"anon-4","social","1","negative","good",0.325
"anon-4","social","3","positive","okay",0.775
"anon-4","social","5","negative","bad",0.225
"anon-4","social","2","negative","good",0.325
"anon-4","social","2","negative","amazing",0.525
"anon-4","social","3","negative","bad",0.525
"anon-4","social","3","negative","terrible",0.725
"anon-4","social","1","positive","amazing",0.9
"anon-4","social","2","positive","terrible",0.125
"anon-4","social","4","negative","terrible",0.825
"anon-4","social","5","positive","amazing",1
"anon-4","social","4","positive","good",1
"anon-4","social","4","negative","bad",0.475
"anon-4","social","5","negative","good",0
"anon-4","social","1","positive","terrible",0.025
"anon-4","social","4","positive","okay",0.425
"anon-4","social","1","positive","bad",0.1
"anon-4","social","4","positive","amazing",0.9
"anon-4","social","2","positive","okay",0.7
"anon-4","social","2","positive","bad",0.225
"anon-4","social","3","positive","good",0.75
"anon-4","social","3","negative","amazing",0.35
"anon-40","social","1","negative","good",0.2
"anon-40","social","3","positive","good",0.525
"anon-40","social","1","negative","okay",0.55
"anon-40","social","2","negative","amazing",0.525
"anon-40","social","5","negative","bad",0.075
"anon-40","social","5","positive","amazing",1
"anon-40","social","3","positive","okay",0.45
"anon-40","social","3","negative","amazing",0.575
"anon-40","social","3","negative","bad",0.75
"anon-40","social","5","negative","okay",0
"anon-40","social","2","negative","good",0.075
"anon-40","social","3","negative","terrible",0.5
"anon-40","social","1","positive","amazing",1
"anon-40","social","2","positive","okay",0.55
"anon-40","social","5","negative","good",0
"anon-40","social","1","positive","terrible",0.075
"anon-40","social","4","positive","amazing",1
"anon-40","social","2","positive","bad",0.3
"anon-40","social","2","positive","terrible",0.1
"anon-40","social","1","positive","bad",0
"anon-40","social","4","negative","bad",0.375
"anon-40","social","4","positive","good",0.775
"anon-40","social","4","negative","terrible",0.225
"anon-40","social","5","positive","terrible",0
"anon-40","social","4","positive","okay",0.325
"anon-41","social","4","negative","amazing",0
"anon-41","social","5","positive","okay",0.425
"anon-41","social","2","negative","terrible",0.325
"anon-41","social","5","positive","bad",0
"anon-41","social","4","positive","terrible",0
"anon-41","social","2","positive","good",0.85
"anon-41","social","3","negative","good",0.15
"anon-41","social","3","positive","amazing",1
"anon-41","social","4","negative","good",0
"anon-41","social","4","negative","okay",0.05
"anon-41","social","1","positive","good",1
"anon-41","social","2","positive","amazing",1
"anon-41","social","3","negative","okay",0.125
"anon-41","social","2","negative","okay",0.2
"anon-41","social","3","positive","bad",0
"anon-41","social","1","negative","terrible",0.65
"anon-41","social","5","positive","good",0.1
"anon-41","social","2","negative","bad",0.75
"anon-41","social","4","positive","bad",0
"anon-41","social","5","negative","terrible",0.85
"anon-41","social","1","negative","amazing",0.2
"anon-41","social","1","positive","okay",0.95
"anon-41","social","5","negative","amazing",0.2
"anon-41","social","3","positive","terrible",0
"anon-41","social","1","negative","bad",1
"anon-42","informative","3","positive","okay",0.3
"anon-42","informative","5","positive","terrible",0.4
"anon-42","informative","1","positive","bad",0.575
"anon-42","informative","3","negative","terrible",0.35
"anon-42","informative","4","negative","bad",0.325
"anon-42","informative","2","positive","terrible",0.275
"anon-42","informative","1","positive","amazing",0.65
"anon-42","informative","3","positive","good",0.275
"anon-42","informative","3","negative","amazing",0.4
"anon-42","informative","4","negative","terrible",0.425
"anon-42","informative","4","positive","good",0.35
"anon-42","informative","5","negative","bad",0.25
"anon-42","informative","1","negative","okay",0.325
"anon-42","informative","4","positive","amazing",0.35
"anon-42","informative","2","positive","bad",0.425
"anon-42","informative","5","negative","okay",0.25
"anon-42","informative","3","negative","bad",0.25
"anon-42","informative","2","negative","amazing",0.25
"anon-42","informative","2","positive","okay",0.25
"anon-42","informative","1","positive","terrible",0.2
"anon-42","informative","1","negative","good",0.325
"anon-42","informative","5","negative","good",0.25
"anon-42","informative","5","positive","amazing",0.55
"anon-42","informative","4","positive","okay",0.5
"anon-42","informative","2","negative","good",0.375
"anon-43","social","5","positive","okay",0.975
"anon-43","social","4","negative","good",0.05
"anon-43","social","2","negative","bad",0.625
"anon-43","social","2","negative","terrible",0.5
"anon-43","social","4","positive","bad",0.05
"anon-43","social","5","negative","terrible",0.05
"anon-43","social","3","positive","bad",0
"anon-43","social","4","positive","terrible",0.025
"anon-43","social","1","positive","okay",0.65
"anon-43","social","4","negative","okay",0.025
"anon-43","social","3","negative","okay",0.075
"anon-43","social","5","positive","good",0.75
"anon-43","social","3","negative","good",0.025
"anon-43","social","5","negative","amazing",0.025
"anon-43","social","1","positive","good",0.825
"anon-43","social","1","negative","amazing",0.15
"anon-43","social","4","negative","amazing",0.025
"anon-43","social","2","positive","amazing",0.95
"anon-43","social","5","positive","bad",0.025
"anon-43","social","2","negative","okay",0.2
"anon-43","social","1","negative","bad",0.5
"anon-43","social","2","positive","good",0.675
"anon-43","social","3","positive","terrible",0.025
"anon-43","social","1","negative","terrible",0.5
"anon-43","social","3","positive","amazing",0.975
"anon-44","social","2","negative","bad",0.45
"anon-44","social","4","negative","okay",0.075
"anon-44","social","4","positive","terrible",0
"anon-44","social","3","positive","terrible",0
"anon-44","social","4","negative","good",0.05
"anon-44","social","1","negative","amazing",0.375
"anon-44","social","5","negative","amazing",0.025
"anon-44","social","4","positive","bad",0.05
"anon-44","social","1","negative","terrible",0.5
"anon-44","social","5","positive","good",0.675
"anon-44","social","2","negative","okay",0.175
"anon-44","social","5","positive","okay",0.1
"anon-44","social","1","positive","okay",0.65
"anon-44","social","3","positive","bad",0
"anon-44","social","1","positive","good",0.775
"anon-44","social","4","negative","amazing",0.05
"anon-44","social","2","positive","amazing",0.8
"anon-44","social","2","positive","good",0.725
"anon-44","social","5","positive","bad",0
"anon-44","social","2","negative","terrible",0.725
"anon-44","social","3","negative","okay",0.1
"anon-44","social","5","negative","terrible",0.05
"anon-44","social","3","negative","good",0.225
"anon-44","social","1","negative","bad",0.6
"anon-44","social","3","positive","amazing",0.9
"anon-45","informative","5","positive","terrible",0.8
"anon-45","informative","1","negative","good",0.125
"anon-45","informative","2","negative","amazing",0.225
"anon-45","informative","5","negative","good",0.85
"anon-45","informative","1","positive","amazing",0.075
"anon-45","informative","4","negative","bad",0.75
"anon-45","informative","1","negative","okay",0.1
"anon-45","informative","1","positive","bad",0.125
"anon-45","informative","4","negative","terrible",0.575
"anon-45","informative","3","negative","terrible",0.425
"anon-45","informative","5","negative","bad",0.75
"anon-45","informative","4","positive","good",0.5
"anon-45","informative","1","positive","terrible",0.225
"anon-45","informative","3","negative","bad",0.4
"anon-45","informative","2","negative","good",0.325
"anon-45","informative","3","positive","good",0.45
"anon-45","informative","5","positive","amazing",0.5
"anon-45","informative","4","positive","amazing",0.5
"anon-45","informative","4","positive","okay",0.55
"anon-45","informative","2","positive","terrible",0.325
"anon-45","informative","5","negative","okay",0.65
"anon-45","informative","3","negative","amazing",0.4
"anon-45","informative","2","positive","okay",0.375
"anon-45","informative","3","positive","okay",0.45
"anon-45","informative","2","positive","bad",0.275
"anon-46","social","2","negative","terrible",0.875
"anon-46","social","1","negative","terrible",0.85
"anon-46","social","5","positive","bad",0
"anon-46","social","3","negative","okay",0.175
"anon-46","social","4","negative","okay",0.4
"anon-46","social","1","negative","amazing",0.625
"anon-46","social","2","negative","bad",1
"anon-46","social","2","positive","good",1
"anon-46","social","4","negative","amazing",0.2
"anon-46","social","5","negative","amazing",0
"anon-46","social","3","negative","good",0
"anon-46","social","5","positive","okay",0.025
"anon-46","social","1","negative","bad",1
"anon-46","social","1","positive","okay",1
"anon-46","social","5","positive","good",1
"anon-46","social","5","negative","terrible",0.175
"anon-46","social","3","positive","amazing",1
"anon-46","social","4","negative","good",0
"anon-46","social","3","positive","bad",0
"anon-46","social","2","negative","okay",0
"anon-46","social","3","positive","terrible",0
"anon-46","social","2","positive","amazing",1
"anon-46","social","1","positive","good",1
"anon-46","social","4","positive","bad",0
"anon-46","social","4","positive","terrible",0
"anon-47","informative","3","positive","good",0.725
"anon-47","informative","3","negative","amazing",0.45
"anon-47","informative","3","negative","terrible",0.325
"anon-47","informative","1","positive","bad",0.95
"anon-47","informative","3","positive","okay",0.675
"anon-47","informative","5","positive","terrible",0.05
"anon-47","informative","2","negative","good",0.05
"anon-47","informative","2","positive","terrible",0.075
"anon-47","informative","2","positive","bad",0.9
"anon-47","informative","1","positive","terrible",0.975
"anon-47","informative","1","negative","okay",0.8
"anon-47","informative","4","positive","okay",0.9
"anon-47","informative","5","negative","good",0.05
"anon-47","informative","5","negative","bad",0.675
"anon-47","informative","5","negative","okay",0.075
"anon-47","informative","3","negative","bad",0.675
"anon-47","informative","4","negative","bad",0.65
"anon-47","informative","1","negative","good",0.825
"anon-47","informative","5","positive","amazing",0.95
"anon-47","informative","2","positive","okay",0.4
"anon-47","informative","1","positive","amazing",0.025
"anon-47","informative","4","positive","amazing",0.7
"anon-47","informative","4","negative","terrible",0.625
"anon-47","informative","4","positive","good",0.825
"anon-47","informative","2","negative","amazing",0.775
"anon-48","informative","4","negative","terrible",0.25
"anon-48","informative","1","negative","good",0.9
"anon-48","informative","3","negative","amazing",0.525
"anon-48","informative","2","negative","good",0.425
"anon-48","informative","5","negative","good",0
"anon-48","informative","5","negative","bad",0.85
"anon-48","informative","3","positive","good",0.3
"anon-48","informative","1","negative","okay",0.85
"anon-48","informative","4","positive","amazing",0.9
"anon-48","informative","4","positive","okay",0.15
"anon-48","informative","2","positive","okay",0.4
"anon-48","informative","5","positive","amazing",1
"anon-48","informative","1","positive","bad",0.975
"anon-48","informative","1","positive","amazing",0.025
"anon-48","informative","4","positive","good",1
"anon-48","informative","4","negative","bad",0.4
"anon-48","informative","2","negative","amazing",0.8
"anon-48","informative","3","negative","terrible",0.65
"anon-48","informative","5","negative","okay",0
"anon-48","informative","5","positive","terrible",0
"anon-48","informative","3","positive","okay",0.525
"anon-48","informative","2","positive","terrible",0.8
"anon-48","informative","3","negative","bad",0.625
"anon-48","informative","1","positive","terrible",0.95
"anon-48","informative","2","positive","bad",0.825
"anon-49","social","1","negative","bad",0.85
"anon-49","social","4","positive","bad",0
"anon-49","social","2","positive","good",0.825
"anon-49","social","4","negative","okay",0.05
"anon-49","social","2","negative","terrible",0.65
"anon-49","social","1","negative","amazing",0.3
"anon-49","social","3","negative","good",0.1
"anon-49","social","5","negative","amazing",0
"anon-49","social","4","negative","good",0.05
"anon-49","social","4","positive","terrible",0.05
"anon-49","social","2","positive","amazing",0.925
"anon-49","social","5","positive","good",0.5
"anon-49","social","1","positive","okay",0.8
"anon-49","social","3","negative","okay",0.05
"anon-49","social","2","negative","okay",0
"anon-49","social","3","positive","amazing",1
"anon-49","social","3","positive","bad",0
"anon-49","social","2","negative","bad",0.825
"anon-49","social","5","positive","okay",0.15
"anon-49","social","1","positive","good",1
"anon-49","social","3","positive","terrible",0.075
"anon-49","social","1","negative","terrible",0.9
"anon-49","social","5","positive","bad",0
"anon-49","social","4","negative","amazing",0
"anon-49","social","5","negative","terrible",0.05
"anon-5","informative","1","positive","amazing",0.025
"anon-5","informative","3","negative","terrible",0.625
"anon-5","informative","3","negative","amazing",0.825
"anon-5","informative","4","positive","okay",0.3
"anon-5","informative","4","positive","amazing",0.775
"anon-5","informative","1","negative","good",0.825
"anon-5","informative","5","negative","okay",0.075
"anon-5","informative","1","positive","terrible",0.975
"anon-5","informative","2","negative","amazing",0.575
"anon-5","informative","5","positive","amazing",0.975
"anon-5","informative","4","negative","bad",0.375
"anon-5","informative","5","negative","good",0.075
"anon-5","informative","2","positive","terrible",0.625
"anon-5","informative","5","positive","terrible",0.025
"anon-5","informative","1","negative","okay",0.375
"anon-5","informative","1","positive","bad",0.8
"anon-5","informative","4","positive","good",0.75
"anon-5","informative","5","negative","bad",0.175
"anon-5","informative","3","positive","okay",0.625
"anon-5","informative","3","positive","good",0.475
"anon-5","informative","2","negative","good",0.8
"anon-5","informative","2","positive","bad",0.825
"anon-5","informative","4","negative","terrible",0.225
"anon-5","informative","2","positive","okay",0.275
"anon-5","informative","3","negative","bad",0.45
"anon-50","social","2","positive","good",0.225
"anon-50","social","1","negative","terrible",0.25
"anon-50","social","2","negative","terrible",0.625
"anon-50","social","4","positive","bad",0
"anon-50","social","1","positive","good",1
"anon-50","social","2","positive","amazing",0.925
"anon-50","social","1","negative","bad",0.95
"anon-50","social","1","positive","okay",0.4
"anon-50","social","5","positive","okay",0
"anon-50","social","1","negative","amazing",0.3
"anon-50","social","5","positive","bad",0
"anon-50","social","3","positive","bad",1
"anon-50","social","4","negative","amazing",0
"anon-50","social","4","negative","good",0.025
"anon-50","social","3","negative","okay",0.025
"anon-50","social","3","negative","good",0
"anon-50","social","5","negative","amazing",0
"anon-50","social","4","positive","terrible",0
"anon-50","social","3","positive","amazing",0.375
"anon-50","social","5","negative","terrible",0
"anon-50","social","4","negative","okay",0.025
"anon-50","social","2","negative","okay",0
"anon-50","social","3","positive","terrible",0
"anon-50","social","2","negative","bad",0.225
"anon-50","social","5","positive","good",0.775
"anon-51","informative","5","negative","bad",1
"anon-51","informative","3","negative","terrible",0.975
"anon-51","informative","4","positive","amazing",1
"anon-51","informative","2","negative","good",0.975
"anon-51","informative","1","negative","good",0.975
"anon-51","informative","3","negative","bad",0.975
"anon-51","informative","5","positive","terrible",0.025
"anon-51","informative","4","negative","terrible",0.975
"anon-51","informative","2","positive","bad",0.975
"anon-51","informative","3","positive","okay",1
"anon-51","informative","3","positive","good",0.975
"anon-51","informative","4","negative","bad",0.975
"anon-51","informative","1","positive","bad",1
"anon-51","informative","1","positive","terrible",1
"anon-51","informative","4","positive","okay",0.375
"anon-51","informative","1","negative","okay",0.975
"anon-51","informative","3","negative","amazing",0.85
